ID,Fixed_Acidity,Volatile_Acidity,Citric_Acid,Residual_Sugar,Chlorides,Free_SO2,Total_SO2,Density,pH,Sulphates,Alcohol,Quality
2791,6.6,0.4,0.46,Low,0.056,42.0,241.0,0.99-1.00,Acidic,0.6,9%,5.0
2792,6.5,0.2,0.24,Moderate,0.044,25.0,150.0,0.99-1.00,Acidic,0.44,10%,5.0
2793,7.6,0.27,0.34,Low,0.04,18.0,56.0,0.99-1.00,Acidic,0.48,12%,6.0
2794,7.2,0.26,0.4,Low,0.047,52.0,172.0,0.99-1.00,Acidic,0.53,9%,6.0
2795,6.3,0.25,0.22,Low,0.048,41.0,161.0,0.99-1.00,Acidic,0.5,10%,6.0
2796,6.5,0.22,0.45,Moderate,0.053,52.0,196.0,0.99-1.00,Acidic,0.48,9%,6.0
2797,6.4,0.14,0.31,Low,0.034,53.0,138.0,0.99-1.00,Acidic,0.35,11%,7.0
2798,6.4,0.14,0.31,Low,0.034,53.0,138.0,0.99-1.00,Acidic,0.35,11%,7.0
2799,7.1,0.26,0.32,High,0.044,31.0,170.0,0.99-1.00,Neutral,0.37,11%,5.0
2800,6.6,0.22,0.34,Moderate,0.05,59.0,140.0,0.99-1.00,Acidic,0.4,10%,
2801,6.6,0.17,0.3,Low,0.031,13.0,73.0,0.99-1.00,Acidic,0.58,11%,6.0
2802,7.2,0.44,0.28,Low,0.048,22.0,112.0,0.99-1.00,Acidic,0.37,11%,7.0
2803,6.2,0.15,0.27,Low,0.041,51.0,117.0,0.99-1.00,Acidic,0.38,11%,6.0
2804,6.3,0.25,0.22,Low,0.048,41.0,161.0,0.99-1.00,Acidic,0.5,10%,
2805,6.5,0.22,0.45,Moderate,0.053,52.0,196.0,0.99-1.00,Acidic,0.48,9%,6.0
2806,7.3,0.26,0.3,Moderate,0.05,35.0,159.5,0.99-1.00,Acidic,0.5,10%,6.0
2807,6.9,0.15,0.29,Low,0.033,14.0,82.0,0.99-1.00,Acidic,0.58,11%,7.0
2808,5.8,0.22,0.29,Low,0.033,34.0,89.0,<0.99,Acidic,0.36,11%,7.0
2809,6.5,0.37,0.33,Low,0.036,23.0,20.0,0.99-1.00,Acidic,0.38,11%,6.0
2810,5.5,0.375,0.38,Low,0.035,17.0,98.0,0.99-1.00,Acidic,0.39,10%,6.0
2811,5.9,0.2,0.4,Low,0.047,23.0,92.0,0.99-1.00,Acidic,0.45,10%,6.0
2812,5.9,0.22,0.38,Low,0.046,24.0,90.0,0.99-1.00,Acidic,0.47,10%,6.0
2813,8.0,0.22,0.31,Low,0.049,24.0,97.0,0.99-1.00,Acidic,0.42,10%,5.0
2814,6.5,0.22,0.29,Moderate,0.028,16.0,87.0,0.99-1.00,Acidic,0.56,10%,7.0
2815,6.9,0.15,0.29,Low,0.033,14.0,82.0,0.99-1.00,Acidic,0.58,11%,7.0
2816,5.8,0.2,0.34,Low,0.035,40.0,86.0,<0.99,Acidic,0.42,11%,5.0
2817,6.6,0.31,0.07,Low,0.033,55.0,144.0,0.99-1.00,Acidic,0.42,10%,5.0
2818,7.7,0.43,0.37,Moderate,0.169,22.0,210.0,0.99-1.00,Acidic,0.64,9%,5.0
2819,6.7,0.24,0.29,High,0.053,55.0,136.0,0.99-1.00,Acidic,0.52,9%,5.0
2820,7.3,0.23,0.34,Moderate,0.052,19.0,86.0,0.99-1.00,Acidic,0.56,10%,5.0
2821,7.9,0.2,0.39,Low,0.041,37.0,154.0,0.99-1.00,Acidic,0.43,11%,5.0
2822,5.3,0.16,0.39,Low,0.028,40.0,101.0,0.99-1.00,Acidic,0.59,10%,6.0
2823,6.4,0.21,0.28,Low,0.047,29.0,101.0,0.99-1.00,Acidic,0.4,11%,6.0
2824,6.9,0.33,0.26,Low,0.027,46.0,143.0,0.99-1.00,Acidic,0.43,11%,7.0
2825,5.6,0.18,0.58,Low,0.034,29.0,26.0,<0.99,Acidic,0.6,12%,7.0
2826,6.6,0.29,0.31,Low,0.026,39.0,96.0,0.99-1.00,Acidic,0.6,12%,8.0
2827,6.9,0.33,0.26,Low,0.027,46.0,143.0,0.99-1.00,Acidic,0.43,11%,7.0
2828,6.6,0.21,0.36,Low,0.034,48.0,113.0,0.99-1.00,Acidic,0.68,10%,6.0
2829,7.3,0.21,0.33,Low,0.037,66.0,144.0,0.99-1.00,Acidic,0.52,10%,6.0
2830,6.4,0.21,0.28,Low,0.047,29.0,101.0,0.99-1.00,Acidic,0.4,11%,6.0
2831,5.1,0.11,0.32,Low,0.028,12.0,90.0,0.99-1.00,Acidic,0.52,12%,6.0
2832,6.5,0.15,0.32,Low,0.036,19.0,76.0,<0.99,Acidic,0.41,12%,6.0
2833,5.3,0.16,0.39,,0.028,40.0,101.0,0.99-1.00,Acidic,0.59,10%,6.0
2834,5.6,0.19,0.46,Low,0.032,33.0,115.0,0.99-1.00,Acidic,0.5,10%,6.0
2835,5.6,0.18,0.58,Low,0.034,29.0,129.0,<0.99,Acidic,0.6,12%,7.0
2836,6.7,0.48,0.32,Low,0.021,22.0,121.0,<0.99,Acidic,0.53,12%,7.0
2837,6.2,0.23,0.23,Low,0.018,18.0,128.0,0.99-1.00,Acidic,0.28,10%,5.0
2838,6.0,0.17,0.29,Low,0.028,25.0,108.0,0.99-1.00,Acidic,0.34,12%,6.0
2839,6.7,0.48,0.32,Low,0.021,22.0,121.0,<0.99,Acidic,0.53,12%,7.0
2840,6.7,0.15,0.38,Low,0.037,20.0,84.0,0.99-1.00,Acidic,0.53,11%,6.0
2841,4.2,0.17,0.36,Low,0.029,93.0,161.0,<0.99,Acidic,0.89,12%,7.0
2842,5.8,0.21,0.32,Low,0.045,38.9,90.7,<0.99,Acidic,0.94,12%,
2843,5.4,0.23,0.36,Low,0.03,74.0,121.0,<0.99,Acidic,0.99,12%,
2844,6.7,0.15,0.38,Low,0.037,20.0,84.0,0.99-1.00,Acidic,0.53,11%,6.0
2845,6.4,0.22,0.31,High,0.04,57.0,135.0,0.99-1.00,Acidic,0.38,10%,5.0
2846,6.5,0.15,0.55,Low,0.045,75.0,162.0,0.99-1.00,Highly Acidic,0.4,9%,
2847,5.9,0.32,0.33,Low,0.027,35.0,138.0,<0.99,Acidic,0.42,12%,6.0
2848,5.7,0.37,0.3,,0.029,24.0,88.0,<0.99,Acidic,0.39,11%,
2849,7.9,0.25,0.35,Low,0.039,22.0,64.0,0.99-1.00,Highly Acidic,0.49,10%,5.0
2850,7.2,0.21,0.28,Low,0.033,38.0,94.0,0.99-1.00,Highly Acidic,0.43,11%,7.0
2851,7.0,0.24,0.3,Low,0.039,37.0,123.8,0.99-1.00,Acidic,0.39,9%,5.0
2852,6.8,0.475,0.33,Low,0.047,16.0,81.0,<0.99,Acidic,0.53,13%,7.0
2853,7.0,0.28,0.32,Moderate,0.032,30.0,114.0,0.99-1.00,Acidic,0.64,12%,7.0
2854,6.9,0.4,0.3,Moderate,0.033,24.0,87.0,0.99-1.00,Acidic,0.45,12%,6.0
2855,6.6,0.41,0.31,Low,0.042,18.0,101.0,0.99-1.00,Acidic,0.41,10%,5.0
2856,6.4,0.2,0.28,Low,0.032,24.0,84.0,0.99-1.00,Acidic,0.55,11%,5.0
2857,8.5,0.22,0.34,Low,0.04,5.2,25.0,0.99-1.00,Acidic,0.37,10%,4.0
2858,8.4,0.36,0.36,Moderate,0.032,21.0,132.0,0.99-1.00,Highly Acidic,0.39,13%,6.0
2859,5.2,0.285,0.29,Low,0.035,64.0,138.0,<0.99,Acidic,0.34,12%,8.0
2860,6.9,0.2,0.3,Low,0.041,40.0,148.0,0.99-1.00,Acidic,0.35,10%,6.0
2861,6.7,0.42,0.46,Moderate,0.054,67.0,234.0,0.99-1.00,Acidic,0.5,9%,5.0
2862,6.2,0.16,0.34,Low,0.038,85.0,153.0,0.99-1.00,Acidic,0.86,12%,7.0
2863,6.4,0.125,0.36,Low,0.044,22.2,68.0,0.99-1.00,Acidic,0.5,11%,7.0
2864,6.4,0.44,0.26,Low,0.054,20.0,180.0,0.99-1.00,Acidic,0.57,10%,5.0
2865,7.0,0.31,0.39,Moderate,0.055,42.0,218.0,0.99-1.00,Acidic,0.54,10%,5.0
2866,6.7,0.42,0.46,Moderate,0.054,67.0,234.0,0.99-1.00,Acidic,0.5,9%,5.0
2867,8.6,0.18,0.28,Low,0.032,25.0,78.0,0.99-1.00,Highly Acidic,0.38,11%,5.0
2868,6.2,0.21,0.26,High,0.05,59.0,150.0,0.99-1.00,Acidic,0.46,9%,5.0
2869,6.1,0.16,0.37,Low,0.031,37.0,97.0,0.99-1.00,Acidic,0.58,10%,6.0
2870,6.5,0.22,0.32,Low,0.028,36.0,92.0,0.99-1.00,Acidic,0.59,11%,7.0
2871,6.2,0.36,0.14,Moderate,0.036,38.0,155.0,0.99-1.00,Acidic,0.5,9%,5.0
2872,5.7,0.21,0.25,,0.035,26.0,81.0,0.99-1.00,Acidic,0.52,11%,
2873,6.4,0.25,0.32,Low,0.034,40.0,114.0,0.99-1.00,Neutral,0.58,10%,7.0
2874,7.6,0.31,0.26,Low,0.073,40.0,157.0,0.99-1.00,Acidic,0.46,9%,5.0
2875,6.6,0.26,0.46,Low,0.047,59.0,183.0,0.99-1.00,Acidic,0.45,9%,5.0
2876,5.7,0.21,0.25,Low,0.035,26.0,81.0,0.99-1.00,Acidic,0.52,11%,6.0
2877,6.2,0.2,0.31,Low,0.031,22.0,73.0,0.99-1.00,Acidic,0.52,11%,6.0
2878,6.2,0.18,0.3,Low,0.031,23.0,73.0,0.99-1.00,Acidic,0.52,11%,6.0
2879,6.1,0.37,0.2,Moderate,0.031,48.0,170.0,0.99-1.00,Acidic,0.48,9%,5.0
2880,6.2,0.36,0.14,Moderate,0.036,38.0,155.0,0.99-1.00,Acidic,0.5,9%,5.0
2881,6.5,0.22,0.32,Low,0.028,36.0,92.0,0.99-1.00,Acidic,0.59,11%,7.0
2882,7.7,0.18,0.3,Low,0.046,49.0,199.0,0.99-1.00,Acidic,0.38,9%,5.0
2883,6.9,0.14,0.38,Low,0.041,22.0,81.0,0.99-1.00,Acidic,0.54,11%,
2884,6.9,0.14,0.38,Low,0.041,22.0,81.0,0.99-1.00,Acidic,0.54,11%,6.0
2885,6.0,0.44,0.26,Low,0.053,57.0,128.0,<0.99,Acidic,0.39,12%,6.0
2886,7.1,0.36,0.4,Low,0.033,26.0,118.0,<0.99,Acidic,0.45,13%,7.0
2887,5.7,0.28,0.28,Low,0.019,15.0,65.0,0.99-1.00,Acidic,0.52,11%,6.0
2888,6.4,0.16,0.32,Moderate,0.038,38.0,118.0,0.99-1.00,Acidic,0.41,10%,5.0
2889,7.4,0.28,0.4,,0.032,13.0,92.0,0.99-1.00,Acidic,0.46,10%,4.0
2890,6.7,0.39,0.31,Low,0.054,27.0,202.0,0.99-1.00,Acidic,0.57,10%,6.0
2891,6.5,0.44,0.47,Low,0.014,44.0,137.0,<0.99,Acidic,0.32,13%,8.0
2892,6.9,0.22,0.31,Low,0.029,41.0,131.0,0.99-1.00,Acidic,0.49,10%,6.0
2893,6.6,0.22,0.29,High,0.046,39.0,119.3,0.99-1.00,Acidic,0.5,9%,6.0
2894,7.7,0.25,0.3,Moderate,0.038,67.0,196.0,0.99-1.00,Acidic,0.5,10%,5.0
2895,5.2,0.155,0.33,Low,0.028,13.0,59.0,<0.99,Acidic,0.84,11%,8.0
2896,7.0,0.31,0.31,Moderate,0.036,45.0,140.0,0.99-1.00,Highly Acidic,0.31,12%,7.0
2897,7.0,0.31,0.31,Moderate,0.036,45.0,140.0,0.99-1.00,Highly Acidic,0.31,12%,7.0
2898,6.6,0.22,0.29,High,0.046,39.0,118.0,0.99-1.00,Acidic,0.5,9%,6.0
2899,5.6,0.21,0.4,Low,0.041,81.0,147.0,0.99-1.00,Acidic,0.95,11%,8.0
2900,5.2,0.155,0.33,Low,0.029,13.0,12.0,<0.99,Acidic,0.84,11%,8.0
2901,6.4,0.25,0.32,Moderate,0.038,69.0,192.0,0.99-1.00,Acidic,0.5,10%,6.0
2902,5.3,0.21,0.29,Low,0.028,11.0,66.0,0.99-1.00,Acidic,0.4,9%,5.0
2903,7.1,0.27,0.28,Low,0.023,3.0,89.0,<0.99,Highly Acidic,0.3,11%,4.0
2904,5.2,0.17,0.27,Low,0.03,11.0,68.0,0.99-1.00,Acidic,0.41,9%,5.0
2905,7.7,0.25,0.3,Moderate,0.038,67.0,196.0,0.99-1.00,Acidic,0.5,10%,5.0
2906,7.0,0.12,0.29,Moderate,0.039,41.0,38.0,0.99-1.00,Acidic,0.38,9%,8.0
2907,7.0,0.12,0.29,,0.039,41.0,98.0,0.99-1.00,Acidic,0.38,9%,8.0
2908,7.1,0.29,0.34,Moderate,0.036,49.0,134.3,0.99-1.00,Acidic,0.4,10%,6.0
2909,6.8,0.26,0.46,Moderate,0.037,49.0,173.0,0.99-1.00,Acidic,0.47,9%,5.0
2910,7.0,0.12,0.29,Moderate,0.039,41.0,98.0,0.99-1.00,Acidic,0.38,9%,8.0
2911,7.1,0.29,0.34,Moderate,0.036,49.0,128.0,0.99-1.00,Acidic,0.4,10%,6.0
2912,4.9,0.33,0.31,Low,0.016,39.0,150.0,<0.99,Acidic,0.59,14%,8.0
2913,5.1,0.29,0.28,Moderate,0.026,27.0,107.0,0.99-1.00,Acidic,0.37,11%,6.0
2914,5.1,0.29,0.28,Moderate,0.026,27.0,107.0,0.99-1.00,Acidic,0.37,11%,6.0
2915,6.8,0.26,0.48,Low,0.049,55.0,182.0,0.99-1.00,Acidic,0.45,9%,6.0
2916,6.0,0.28,0.52,Low,0.078,30.0,139.0,0.99-1.00,Acidic,0.36,9%,6.0
2917,6.0,0.28,0.25,Low,0.043,8.0,108.0,0.99-1.00,Acidic,0.55,9%,5.0
2918,7.2,0.2,0.22,Low,0.044,17.0,101.0,0.99-1.00,Acidic,0.53,10%,5.0
2919,6.1,0.27,0.25,,0.041,9.0,109.0,0.99-1.00,Acidic,0.54,9%,5.0
2920,6.0,0.28,0.25,,0.042,8.0,108.0,0.99-1.00,Acidic,0.55,9%,5.0
2921,6.4,0.29,0.3,Low,0.036,25.0,79.0,0.99-1.00,Acidic,0.6,12%,7.0
2922,7.4,0.35,0.24,Low,0.042,28.0,123.0,0.99-1.00,Acidic,0.44,11%,5.0
2923,8.1,0.12,0.38,Low,0.034,36.0,86.0,0.99-1.00,Highly Acidic,0.55,12%,6.0
2924,6.4,0.12,0.3,Low,0.031,37.0,94.0,<0.99,Acidic,0.56,11%,6.0
2925,7.2,0.2,0.22,Low,0.044,17.0,101.0,0.99-1.00,Acidic,0.53,10%,5.0
2926,7.3,0.4,0.26,Low,0.016,26.0,90.0,<0.99,Highly Acidic,0.54,13%,7.0
2927,7.7,0.11,0.34,High,0.04,41.0,109.1,0.99-1.00,Acidic,0.59,11%,7.0
2928,6.9,0.23,0.41,Moderate,0.03,30.0,114.0,0.99-1.00,Acidic,0.54,11%,6.0
2929,6.9,0.38,0.38,High,0.112,14.0,94.0,0.99-1.00,Acidic,0.48,9%,5.0
2930,7.5,0.38,0.29,Low,0.021,38.0,113.0,0.99-1.00,Acidic,0.48,13%,
2931,5.8,0.19,0.24,Low,0.044,38.0,128.0,0.99-1.00,Acidic,0.6,10%,5.0
2932,5.5,0.34,0.26,Low,0.021,32.5,119.0,<0.99,Acidic,0.49,13%,8.0
2933,6.6,0.23,0.3,High,0.051,32.4,118.0,0.99-1.00,Acidic,0.54,9%,6.0
2934,6.6,0.23,0.3,High,0.051,33.0,118.0,0.99-1.00,Acidic,0.54,9%,6.0
2935,8.4,0.31,0.31,Low,0.021,52.0,148.0,0.99-1.00,Highly Acidic,0.32,11%,5.0
2936,6.7,0.2,0.3,Low,0.025,17.0,76.0,0.99-1.00,Acidic,0.44,11%,6.0
2937,8.4,0.31,0.31,Low,0.021,54.2,148.0,0.99-1.00,Highly Acidic,0.32,11%,5.0
2938,7.3,0.26,0.24,,0.05,10.0,109.9,0.99-1.00,Acidic,0.43,9%,5.0
2939,6.3,0.22,0.22,Low,0.039,31.0,128.0,0.99-1.00,Acidic,0.46,10%,6.0
2940,6.6,0.23,0.3,High,0.051,33.0,118.0,0.99-1.00,Acidic,0.54,9%,6.0
2941,7.5,0.19,0.4,Moderate,0.056,50.0,110.0,0.99-1.00,Acidic,0.52,9%,6.0
2942,8.0,0.14,0.33,Low,0.045,71.0,162.0,0.99-1.00,Acidic,0.47,11%,6.0
2943,6.8,0.32,0.39,Moderate,0.026,34.0,124.0,0.99-1.00,Acidic,0.35,12%,6.0
2944,6.6,0.23,0.2,Moderate,0.044,45.0,131.0,0.99-1.00,Highly Acidic,0.51,9%,
2945,6.6,0.23,0.2,Moderate,0.043,45.0,131.0,0.99-1.00,Highly Acidic,0.51,9%,6.0
2946,6.7,0.36,0.26,Moderate,0.034,39.0,123.0,0.99-1.00,Highly Acidic,0.3,12%,7.0
2947,6.1,0.38,0.42,Low,0.016,31.0,113.0,0.99-1.00,Acidic,0.31,12%,7.0
2948,8.5,0.23,0.28,Moderate,0.033,30.0,97.0,0.99-1.00,Acidic,0.39,10%,7.0
2949,7.0,0.2,0.31,Moderate,0.05,29.0,213.0,0.99-1.00,Acidic,0.57,10%,6.0
2950,6.0,0.26,0.32,Low,0.029,48.0,180.0,0.99-1.00,Acidic,0.34,12%,
2951,6.9,0.3,0.3,Moderate,0.037,4.0,28.0,0.99-1.00,Acidic,0.32,12%,
2952,6.7,0.18,0.28,Moderate,0.039,29.0,115.0,0.99-1.00,Acidic,0.45,10%,7.0
2953,6.7,0.18,0.28,Moderate,0.039,29.0,115.0,0.99-1.00,Acidic,0.45,10%,7.0
2954,6.8,0.18,0.28,Moderate,0.039,29.0,113.0,0.99-1.00,Acidic,0.45,10%,7.0
2955,7.2,0.19,0.31,Low,0.034,17.0,103.0,0.99-1.00,Acidic,0.52,11%,7.0
2956,6.2,0.16,0.32,Low,0.036,74.0,184.0,0.99-1.00,Acidic,0.41,11%,6.0
2957,5.0,0.27,0.32,Low,0.032,58.0,178.0,<0.99,Acidic,0.31,12%,7.0
2958,6.3,0.37,0.28,Low,0.034,45.0,152.0,0.99-1.00,Acidic,0.46,11%,7.0
2959,6.6,0.2,0.27,Moderate,0.038,29.0,130.0,0.99-1.00,Acidic,0.44,10%,7.0
2960,6.8,0.18,0.28,Moderate,0.039,27.8,113.0,0.99-1.00,Acidic,0.45,10%,7.0
2961,6.8,0.18,0.28,Moderate,0.039,29.0,113.0,0.99-1.00,Acidic,0.45,10%,7.0
2962,6.6,0.28,0.34,Low,0.037,42.0,119.0,<0.99,Acidic,0.37,12%,6.0
2963,6.5,0.35,0.36,Low,0.034,32.0,111.0,<0.99,Acidic,0.5,12%,8.0
2964,6.9,0.25,0.33,Low,0.035,35.0,158.0,0.99-1.00,Acidic,0.58,11%,6.0
2965,6.0,0.32,0.3,Low,0.025,18.0,112.0,<0.99,Acidic,0.64,13%,7.0
2966,6.8,0.18,0.28,Moderate,0.039,29.0,113.0,0.99-1.00,Acidic,0.45,10%,7.0
2967,6.7,0.18,0.28,Moderate,0.039,29.0,115.0,0.99-1.00,Acidic,0.45,10%,7.0
2968,6.6,0.2,0.27,Moderate,0.038,29.0,130.0,0.99-1.00,Acidic,0.44,10%,7.0
2969,6.3,0.37,0.28,Low,0.034,45.0,152.0,0.99-1.00,Acidic,0.46,11%,7.0
2970,7.2,0.19,0.31,Low,0.035,17.0,103.0,0.99-1.00,Acidic,0.52,11%,7.0
2971,6.3,0.18,0.36,Low,0.034,26.0,111.0,0.99-1.00,Acidic,0.51,11%,6.0
2972,6.9,0.3,0.36,Low,0.037,40.0,156.0,<0.99,Acidic,0.36,12%,6.0
2973,6.2,0.16,0.32,Low,0.036,74.0,184.0,0.99-1.00,Acidic,0.41,11%,6.0
2974,5.0,0.27,0.32,Low,0.032,58.0,178.0,<0.99,Acidic,0.31,12%,7.0
2975,5.0,0.3,0.33,Low,0.03,54.0,173.0,<0.99,Acidic,0.3,13%,7.0
2976,6.5,0.2,0.5,High,0.054,50.0,221.0,0.99-1.00,Highly Acidic,0.64,8%,6.0
2977,6.7,0.25,0.31,Low,0.061,30.5,218.0,0.99-1.00,Acidic,0.53,9%,5.0
2978,6.6,0.22,0.36,Low,0.029,30.0,105.0,0.99-1.00,Acidic,0.47,11%,6.0
2979,6.8,0.25,0.37,Low,0.026,29.0,93.0,0.99-1.00,Acidic,0.45,12%,6.0
2980,7.0,0.13,0.37,Moderate,0.041,36.0,105.0,0.99-1.00,Acidic,0.55,10%,6.0
2981,7.0,0.45,0.34,High,0.04,12.0,67.0,0.99-1.00,Acidic,0.38,11%,6.0
2982,7.2,0.32,0.3,Moderate,0.02,14.0,104.0,0.99-1.00,Highly Acidic,0.44,11%,6.0
2983,7.0,0.13,0.37,Moderate,0.042,36.0,105.0,0.99-1.00,Acidic,0.55,10%,
2984,5.9,0.34,0.3,Low,0.035,57.0,135.0,0.99-1.00,Acidic,0.34,12%,6.0
2985,6.8,0.22,0.31,Low,0.037,33.0,121.0,0.99-1.00,Acidic,0.39,11%,8.0
2986,7.2,0.32,0.3,Moderate,0.02,14.0,104.0,0.99-1.00,Highly Acidic,0.44,11%,6.0
2987,8.4,0.32,0.35,Moderate,0.029,3.0,46.0,0.99-1.00,Acidic,0.34,11%,6.0
2988,6.8,0.27,0.29,Low,0.046,6.0,88.0,0.99-1.00,Acidic,0.48,10%,4.0
2989,8.0,0.74,0.21,Low,0.05,24.0,133.0,0.99-1.00,Acidic,0.38,9%,5.0
2990,7.0,0.45,0.34,High,0.04,12.0,67.0,0.99-1.00,Acidic,0.38,11%,6.0
2991,7.0,0.13,0.37,Moderate,0.042,36.0,105.0,0.99-1.00,Acidic,0.55,10%,6.0
2992,5.4,0.22,0.29,Low,0.045,69.0,152.0,0.99-1.00,Acidic,0.63,11%,7.0
2993,8.4,0.22,0.3,Moderate,0.024,17.0,118.0,0.99-1.00,Highly Acidic,0.34,10%,6.0
2994,7.4,0.32,0.22,Moderate,0.035,44.0,150.0,0.99-1.00,Acidic,0.45,10%,5.0
2995,7.5,0.18,0.37,Low,0.05,21.0,138.0,0.99-1.00,Acidic,0.55,10%,6.0
2996,7.1,0.47,0.29,High,0.024,22.0,142.0,0.99-1.00,Acidic,0.48,12%,8.0
2997,7.1,0.47,0.29,High,0.024,22.0,142.0,0.99-1.00,Acidic,0.48,12%,8.0
2998,5.8,0.19,0.25,Moderate,0.042,33.0,125.8,0.99-1.00,Acidic,0.41,9%,6.0
2999,6.7,0.14,0.46,Low,0.036,15.0,92.0,0.99-1.00,Acidic,0.49,10%,5.0
3000,6.8,0.24,0.38,Moderate,0.045,50.0,185.0,0.99-1.00,Acidic,0.5,9%,6.0
3001,6.9,0.25,0.47,Moderate,0.042,36.0,156.0,0.99-1.00,Acidic,0.55,9%,6.0
3002,6.0,0.24,0.33,Low,0.026,31.0,85.0,0.99-1.00,Acidic,0.5,11%,7.0
3003,6.8,0.29,0.34,Low,0.054,26.0,189.0,0.99-1.00,Acidic,0.58,10%,5.0
3004,6.3,0.33,0.42,High,0.037,57.0,170.0,0.99-1.00,Acidic,0.57,9%,6.0
3005,6.5,0.23,0.45,Low,0.027,43.0,104.0,0.99-1.00,Acidic,0.52,11%,6.0
3006,6.3,0.27,0.29,Moderate,0.044,59.0,196.0,0.99-1.00,Acidic,0.4,8%,6.0
3007,6.3,0.2,0.37,Moderate,0.045,58.0,130.0,0.99-1.00,Acidic,0.35,10%,5.0
3008,6.2,0.33,0.41,High,0.037,58.0,173.0,0.99-1.00,Acidic,0.57,9%,6.0
3009,6.3,0.33,0.42,High,0.037,57.0,170.0,0.99-1.00,Acidic,0.57,9%,6.0
3010,7.2,0.21,1.0,Low,0.154,46.0,114.0,0.99-1.00,Highly Acidic,0.43,9%,6.0
3011,6.0,0.27,0.3,High,0.044,15.0,144.0,0.99-1.00,Acidic,0.53,10%,6.0
3012,5.7,0.12,0.26,Low,0.034,21.0,99.0,0.99-1.00,Acidic,0.57,9%,6.0
3013,6.9,0.24,0.37,Low,0.027,38.0,112.0,0.99-1.00,Acidic,0.34,12%,6.0
3014,7.7,0.18,0.53,Low,0.041,42.0,167.0,0.99-1.00,Acidic,0.44,11%,5.0
3015,7.1,0.17,0.43,Low,0.023,33.4,132.0,0.99-1.00,Acidic,0.56,11%,6.0
3016,7.5,0.33,0.38,Moderate,0.126,49.0,199.0,0.99-1.00,Highly Acidic,0.57,9%,5.0
3017,6.2,0.255,0.24,Low,0.039,138.5,272.0,0.99-1.00,Acidic,0.53,9%,4.0
3018,7.5,0.33,0.38,Moderate,0.126,49.0,199.0,0.99-1.00,Highly Acidic,0.57,9%,5.0
3019,5.6,0.2,0.66,Moderate,0.043,78.0,175.0,0.99-1.00,Highly Acidic,0.43,10%,7.0
3020,7.6,0.17,0.36,Low,0.042,26.0,102.0,0.99-1.00,Acidic,0.47,9%,5.0
3021,5.8,0.15,0.31,Low,0.036,7.0,73.0,0.99-1.00,Acidic,0.43,11%,6.0
3022,6.3,0.25,0.44,Low,0.024,36.0,116.0,<0.99,Acidic,0.4,12%,6.0
3023,6.9,0.28,0.41,Low,0.016,6.0,55.0,<0.99,Acidic,0.4,13%,5.0
3024,7.2,0.27,0.37,Low,0.026,27.0,114.0,0.99-1.00,Acidic,0.84,12%,5.0
3025,6.2,0.25,0.38,Moderate,0.044,54.0,209.4,0.99-1.00,Acidic,0.46,9%,5.0
3026,8.5,0.19,0.48,Low,0.026,23.0,58.0,0.99-1.00,Highly Acidic,0.5,10%,6.0
3027,6.2,0.25,0.54,Moderate,0.046,58.0,176.0,0.99-1.00,Acidic,0.7,10%,5.0
3028,6.2,0.25,0.54,Moderate,0.046,58.0,176.0,0.99-1.00,Acidic,0.7,10%,5.0
3029,6.8,0.28,0.43,Moderate,0.03,30.0,110.0,0.99-1.00,Acidic,0.59,12%,8.0
3030,6.2,0.25,0.54,Moderate,0.046,55.9,176.0,0.99-1.00,Acidic,0.7,10%,5.0
3031,7.4,0.21,0.8,Moderate,0.038,77.0,183.0,0.99-1.00,Highly Acidic,0.48,9%,5.0
3032,7.0,0.15,0.38,,0.045,54.0,120.0,0.99-1.00,Acidic,0.42,9%,6.0
3033,7.4,0.21,0.8,Moderate,0.038,77.0,183.0,0.99-1.00,Highly Acidic,0.48,9%,5.0
3034,7.3,0.28,0.42,Low,0.033,29.0,142.0,0.99-1.00,Acidic,0.43,10%,4.0
3035,6.1,0.18,0.38,Low,0.033,28.0,114.0,<0.99,Acidic,0.49,12%,6.0
3036,7.0,0.53,0.43,Low,0.029,6.0,76.0,0.99-1.00,Acidic,0.5,12%,8.0
3037,6.8,0.28,0.43,Moderate,0.03,30.0,110.0,0.99-1.00,Acidic,0.59,12%,8.0
3038,6.5,0.36,0.38,Moderate,0.028,20.0,82.0,0.99-1.00,Acidic,0.43,12%,7.0
3039,7.5,0.25,0.47,,0.041,95.0,163.0,0.99-1.00,Highly Acidic,0.59,11%,6.0
3040,6.7,0.24,0.41,Low,0.039,48.0,122.0,0.99-1.00,Acidic,0.43,12%,5.0
3041,6.6,0.25,0.33,Moderate,0.042,29.0,141.0,0.99-1.00,Acidic,0.6,10%,5.0
3042,6.4,0.15,0.4,Low,0.042,23.0,87.0,<0.99,Acidic,0.46,12%,7.0
3043,6.3,0.28,0.3,Low,0.04,24.0,115.0,0.99-1.00,Acidic,0.43,8%,5.0
3044,6.2,0.25,0.38,Moderate,0.045,54.0,208.0,0.99-1.00,Acidic,0.46,9%,5.0
3045,7.1,0.28,0.35,Low,0.028,35.0,91.0,0.99-1.00,Highly Acidic,0.33,12%,5.0
3046,6.6,0.35,0.34,Low,0.033,9.0,125.0,0.99-1.00,Acidic,0.81,12%,5.0
